Fecha,Hora,Frecuencia Referencia (Hz),Frecuencia Salida (Hz),Corriente VDF (A),Tensión Salida VDF (V),Tensión Bus DC (V),Corriente T1 Out (A),Corriente T2 Out (A),Corriente T3 Out (A),Corriente Motor (A),Tensión L1 In (VAC),Tensión L2 In (VAC),Tensión L3 In (VAC),Tensión T1 Out (VAC),Tensión T2 Out (VAC),Tensión T3 Out (VAC),Potencia Activa Out (KW),Factor de Potencia Salida (),Presión Intake (Psia),Presión Descarga (Psia),Temperatura Intake (°F),Temperatura Motor (°F),Vibración Eje X (Gs),Vibración Eje Y (Gs),Vibración Eje Z (Gs),Corriente de Fuga (mA),Corriente de Sistema (mA),Presión Cabeza (Psia),Temperatura Cabeza (°C),Flujo Másico (Kg/h),Densidad (gr/cm3),BS&W (%),Sensor Toroide 1,Sensor Toroide 2,Sensor Toroide 3,Unidades de Variables,Código de Aplicación,Nombre de Pozo,Eventos y Fallas 
07/01/25,02:15:20,60.00,60.00,140,467.3,664,183,167,184,27,0,0,0,444,456,445,81,0.576,320.1,3368.3,216.0,294.7,0.024,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:15:50,60.00,60.00,141,467.3,661,189,172,183,28,0,0,0,452,453,450,81,0.575,320.0,3368.7,216.0,294.7,0.024,0.00,0.032,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:16:20,60.00,60.00,142,467.3,664,193,171,201,29,0,0,0,445,455,445,81,0.572,320.3,3368.2,216.0,294.7,0.023,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:16:51,60.00,60.00,141,467.3,663,184,168,181,27,0,0,0,451,451,448,80,0.562,318.5,3367.7,215.9,294.6,0.027,0.00,0.038,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:17:20,60.00,60.00,138,467.3,665,184,167,181,27,0,0,0,462,457,463,82,0.593,318.1,3366.6,216.3,294.6,0.023,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:17:50,60.00,60.00,137,467.3,662,191,169,192,27,0,0,0,458,454,462,80,0.579,319.8,3366.6,216.0,294.9,0.024,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:18:21,60.00,60.00,138,467.3,664,191,168,193,28,0,0,0,458,452,459,82,0.580,318.5,3367.4,216.0,294.8,0.024,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:18:51,60.00,60.00,142,467.3,668,188,172,182,27,0,0,0,451,450,470,82,0.572,319.1,3368.5,216.0,294.9,0.025,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:19:21,60.00,60.00,141,467.3,665,187,171,181,27,0,0,0,459,454,460,81,0.570,318.7,3368.1,215.9,294.7,0.023,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:19:51,60.00,60.00,141,467.3,663,183,169,185,27,0,0,0,450,451,439,80,0.571,318.8,3367.5,215.9,294.6,0.029,0.00,0.031,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:20:21,60.00,60.00,144,467.3,663,185,172,183,27,0,0,0,459,452,456,82,0.570,319.1,3365.7,215.9,294.8,0.025,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:20:51,60.00,60.00,140,467.3,663,186,177,191,28,0,0,0,453,449,445,81,0.570,319.1,3368.4,216.0,294.9,0.024,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:21:21,60.00,60.00,141,467.3,662,191,171,201,29,0,0,0,452,455,443,81,0.578,318.4,3367.2,216.0,294.7,0.024,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:21:51,60.00,60.00,137,467.3,664,186,169,183,27,0,0,0,452,446,445,82,0.588,317.6,3364.8,216.6,294.8,0.023,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:22:21,60.00,60.00,140,467.3,661,185,167,187,27,0,0,0,450,450,439,81,0.583,318.7,3366.7,216.1,294.7,0.024,0.00,0.037,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:22:51,60.00,60.00,138,467.3,663,188,169,184,27,0,0,0,454,452,451,81,0.583,319.2,3367.3,216.1,294.8,0.025,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:23:22,60.00,60.00,138,467.3,663,188,171,194,28,0,0,0,453,451,443,82,0.578,319.0,3368.9,216.0,295.1,0.025,0.00,0.033,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:23:52,60.00,60.00,144,467.3,663,188,183,194,29,0,0,0,460,461,466,82,0.557,318.1,3367.8,216.0,294.8,0.027,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:24:22,60.00,60.00,144,467.3,667,185,169,184,27,0,0,0,454,459,459,82,0.574,319.8,3367.9,216.0,294.6,0.037,0.00,0.037,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:24:52,60.00,60.00,144,467.3,667,193,166,191,28,0,0,0,450,456,452,82,0.576,319.6,3370.7,216.1,294.9,0.025,0.00,0.048,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:25:22,60.00,60.00,140,467.3,664,186,171,188,28,0,0,0,457,459,464,82,0.577,320.0,3370.5,216.0,294.7,0.020,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:25:52,60.00,60.00,144,467.3,663,187,165,187,27,0,0,0,453,449,444,81,0.580,320.8,3370.1,216.0,294.7,0.023,0.00,0.032,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:26:22,60.00,60.00,140,467.3,666,186,166,182,27,0,0,0,453,450,440,82,0.585,317.4,3367.9,215.9,294.7,0.023,0.00,0.038,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:26:52,60.00,60.00,142,467.3,665,190,174,189,28,0,0,0,459,464,469,81,0.577,319.8,3368.1,216.1,294.8,0.018,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:27:22,60.00,60.00,140,467.3,664,186,167,187,27,0,0,0,453,456,455,81,0.575,319.3,3367.2,216.0,294.7,0.022,0.00,0.032,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:27:53,60.00,60.00,140,467.3,665,188,165,187,27,0,0,0,450,450,447,81,0.581,318.2,3366.9,215.9,294.9,0.028,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:28:23,60.00,60.00,137,467.3,667,184,163,181,27,0,0,0,449,451,446,82,0.589,318.2,3365.2,215.9,294.8,0.023,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:28:53,60.00,60.00,145,467.3,661,201,176,211,30,0,0,0,455,449,440,81,0.559,319.0,3364.4,215.9,294.6,0.027,0.00,0.034,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:29:23,60.00,60.00,138,467.3,665,195,165,194,28,0,0,0,450,451,447,82,0.586,319.0,3365.2,215.9,294.5,0.025,0.00,0.031,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:29:53,60.00,60.00,144,467.3,661,191,172,194,28,0,0,0,461,451,445,82,0.572,319.4,3364.7,216.0,294.7,0.019,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:30:23,60.00,60.00,144,467.3,663,185,172,181,27,0,0,0,448,455,471,82,0.576,317.9,3364.4,215.9,294.8,0.024,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:30:53,60.00,60.00,140,467.3,663,184,174,187,28,0,0,0,456,447,445,83,0.588,317.7,3364.1,215.9,294.8,0.023,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:31:23,60.00,60.00,138,467.3,663,184,170,184,27,0,0,0,453,443,445,81,0.584,319.6,3364.0,216.5,294.8,0.022,0.00,0.037,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:31:53,60.00,60.00,138,467.3,664,191,173,188,28,0,0,0,450,455,473,81,0.585,318.7,3364.6,216.0,294.7,0.025,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:32:24,60.00,60.00,137,467.3,662,188,168,183,27,0,0,0,462,446,449,81,0.586,318.4,3365.2,216.1,295.1,0.025,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:32:54,60.00,60.00,140,467.3,666,185,171,184,27,0,0,0,455,464,471,82,0.580,318.4,3364.6,216.0,294.8,0.027,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:33:23,60.00,60.00,141,467.3,663,185,170,186,27,0,0,0,451,449,445,82,0.584,318.0,3363.0,215.9,294.5,0.023,0.00,0.038,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:33:54,60.00,60.00,140,467.3,665,181,169,184,27,0,0,0,451,446,438,81,0.586,319.0,3364.3,216.0,294.9,0.036,0.00,0.037,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:34:24,60.00,60.00,140,467.3,667,186,168,188,27,0,0,0,458,447,448,81,0.572,319.8,3364.3,216.0,294.8,0.025,0.00,0.037,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:34:54,60.00,60.00,140,467.3,664,200,170,214,30,0,0,0,452,445,439,81,0.560,320.2,3365.8,216.0,294.8,0.023,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:35:24,60.00,60.00,142,467.3,663,187,170,190,28,0,0,0,452,446,439,81,0.569,319.1,3366.8,215.9,294.8,0.024,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:35:54,60.00,60.00,138,467.3,663,190,167,184,27,0,0,0,455,453,450,82,0.591,318.6,3365.7,216.3,294.7,0.025,0.00,0.042,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:36:24,60.00,60.00,138,467.3,663,184,172,188,28,0,0,0,448,448,441,81,0.577,320.0,3365.4,215.9,294.9,0.020,0.00,0.034,0,10.4,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:36:54,60.00,60.00,141,467.3,665,185,171,187,28,0,0,0,452,443,445,80,0.576,318.6,3366.3,216.0,294.9,0.023,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:37:25,60.00,60.00,141,467.3,665,190,174,189,28,0,0,0,445,453,467,82,0.572,318.4,3366.2,216.0,295.1,0.023,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:37:54,60.00,60.00,141,467.3,664,191,175,199,29,0,0,0,451,446,445,81,0.580,318.4,3366.6,215.9,294.8,0.023,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:38:24,60.00,60.00,141,467.3,665,190,173,183,28,0,0,0,456,461,466,81,0.576,319.2,3366.9,216.0,294.9,0.036,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:38:55,60.00,60.00,138,467.3,663,185,167,180,27,0,0,0,454,446,446,80,0.581,319.4,3367.7,216.0,294.9,0.024,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:39:25,60.00,60.00,138,467.3,667,187,167,182,27,0,0,0,456,448,446,82,0.589,320.3,3365.3,216.0,294.9,0.018,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:39:55,60.00,60.00,140,467.3,661,190,169,188,28,0,0,0,455,451,453,81,0.579,319.0,3366.6,215.9,294.8,0.027,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:40:25,60.00,60.00,136,467.3,663,186,171,179,27,0,0,0,451,453,459,80,0.584,317.9,3366.1,215.9,294.8,0.023,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:40:55,60.00,60.00,137,467.3,663,183,165,179,27,0,0,0,455,452,457,80,0.585,320.2,3365.6,216.2,294.9,0.019,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:41:25,60.00,60.00,137,467.3,663,193,165,190,28,0,0,0,450,451,454,80,0.570,319.4,3366.2,216.0,294.9,0.024,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:41:55,60.00,60.00,138,467.3,665,185,169,190,28,0,0,0,446,446,443,80,0.578,319.2,3366.3,216.0,294.7,0.029,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:42:25,60.00,60.00,141,467.3,665,197,168,196,29,0,0,0,453,451,457,81,0.571,318.4,3365.5,216.0,294.7,0.023,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:42:55,60.00,60.00,138,467.3,668,188,166,179,27,0,0,0,450,446,454,81,0.573,318.5,3364.8,215.9,294.8,0.023,0.00,0.034,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:43:25,60.00,60.00,141,467.3,664,186,168,178,27,0,0,0,452,454,458,81,0.585,318.5,3365.7,215.9,294.7,0.025,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:43:56,60.00,60.00,144,467.3,663,186,169,184,27,0,0,0,463,446,453,82,0.551,318.6,3367.9,215.9,294.8,0.021,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:44:26,60.00,60.00,142,467.3,664,198,169,195,29,0,0,0,452,445,452,82,0.574,318.7,3366.6,216.0,294.8,0.025,0.00,0.040,0,10.4,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:44:56,60.00,60.00,141,467.3,665,187,169,180,27,0,0,0,445,452,447,81,0.587,318.1,3365.8,215.9,294.6,0.023,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:45:26,60.00,60.00,140,467.3,662,184,169,190,28,0,0,0,454,446,447,81,0.580,318.9,3362.7,216.0,294.7,0.025,0.00,0.042,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:45:56,60.00,60.00,136,467.3,665,188,167,181,27,0,0,0,456,448,457,81,0.589,319.4,3362.6,216.0,294.7,0.024,0.00,0.048,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:46:26,60.00,60.00,141,467.3,659,186,171,181,27,0,0,0,457,463,460,83,0.592,318.3,3363.0,216.0,295.0,0.024,0.00,0.042,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:46:56,60.00,60.00,138,467.3,665,184,170,183,27,0,0,0,455,448,454,81,0.580,318.2,3361.6,215.9,295.0,0.027,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:47:26,60.00,60.00,141,467.3,663,191,174,189,28,0,0,0,448,451,453,82,0.584,318.1,3361.7,215.9,294.6,0.037,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:47:56,60.00,60.00,137,467.3,664,180,169,180,27,0,0,0,456,449,453,81,0.580,319.1,3361.8,216.0,294.8,0.025,0.00,0.037,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:48:26,60.00,60.00,140,467.3,664,187,170,182,27,0,0,0,448,450,454,83,0.590,318.8,3362.2,216.0,294.7,0.024,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:48:56,60.00,60.00,137,467.3,663,186,167,183,27,0,0,0,452,448,455,81,0.582,320.4,3361.1,216.0,294.7,0.023,0.00,0.047,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:49:26,60.00,60.00,138,467.3,665,185,172,186,28,0,0,0,445,464,448,83,0.594,318.4,3362.2,215.9,294.7,0.022,0.00,0.038,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:49:57,60.00,60.00,138,467.3,665,185,169,181,27,0,0,0,447,461,459,81,0.586,317.9,3361.0,216.1,294.6,0.023,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:50:27,60.00,60.00,141,467.3,662,180,171,189,27,0,0,0,450,449,433,82,0.579,319.8,3361.3,216.0,294.8,0.023,0.00,0.035,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:50:57,60.00,60.00,141,467.3,663,193,169,190,28,0,0,0,450,452,472,80,0.564,318.2,3361.7,216.0,294.9,0.024,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:51:27,60.00,60.00,141,467.3,664,184,171,189,28,0,0,0,449,449,441,81,0.578,318.5,3361.6,216.0,294.8,0.024,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:51:57,60.00,60.00,144,467.3,661,188,181,185,28,0,0,0,449,452,473,81,0.565,318.3,3360.2,215.9,294.7,0.023,0.00,0.035,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:52:27,60.00,60.00,138,467.3,664,190,165,196,28,0,0,0,448,450,438,80,0.572,318.9,3360.7,215.9,294.7,0.028,0.00,0.032,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:52:57,60.00,60.00,144,467.3,664,195,167,197,28,0,0,0,451,448,442,81,0.568,319.1,3361.2,216.0,294.5,0.025,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:53:27,60.00,60.00,142,467.3,663,182,177,189,28,0,0,0,451,447,439,82,0.536,318.5,3364.7,216.0,294.7,0.024,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:53:57,60.00,60.00,140,467.3,665,184,169,189,27,0,0,0,454,452,444,80,0.585,318.7,3364.3,215.9,294.8,0.024,0.00,0.039,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:54:28,60.00,60.00,144,467.3,662,185,178,188,28,0,0,0,448,449,439,81,0.535,318.8,3363.8,216.5,294.7,0.023,0.00,0.032,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:54:58,60.00,60.00,144,467.3,663,189,167,193,29,0,0,0,451,449,444,82,0.563,319.3,3366.9,216.0,294.7,0.024,0.00,0.042,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:55:27,60.00,60.00,141,467.3,668,186,167,177,27,0,0,0,450,455,475,81,0.583,319.6,3365.1,216.0,294.7,0.024,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:55:58,60.00,60.00,138,467.3,664,186,175,192,28,0,0,0,448,449,439,80,0.579,318.7,3367.2,216.0,294.8,0.025,0.00,0.038,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:56:28,60.00,60.00,140,467.3,662,186,170,188,27,0,0,0,452,449,440,82,0.591,318.3,3366.1,215.9,294.7,0.023,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:56:58,60.00,60.00,138,467.3,665,186,169,185,27,0,0,0,452,451,449,81,0.576,319.3,3367.0,216.0,294.7,0.037,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:57:28,60.00,60.00,140,467.3,662,188,169,194,28,0,0,0,451,449,448,81,0.585,319.2,3372.0,216.0,294.9,0.025,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:57:58,60.00,60.00,137,467.3,664,186,166,181,27,0,0,0,460,460,468,81,0.582,319.9,3373.6,216.0,294.8,0.019,0.00,0.036,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:58:28,60.00,60.00,140,467.3,664,185,172,184,27,0,0,0,456,445,442,81,0.583,320.2,3372.4,216.0,294.7,0.023,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:58:58,60.00,60.00,142,467.3,661,184,175,189,28,0,0,0,451,455,446,82,0.561,318.3,3371.3,215.9,294.7,0.023,0.00,0.043,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:59:29,60.00,60.00,138,467.3,664,182,169,185,27,0,0,0,448,447,445,82,0.591,319.4,3372.3,216.1,294.8,0.018,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,02:59:58,60.00,60.00,134,467.3,665,186,170,179,27,0,0,0,455,457,470,80,0.579,319.3,3370.8,216.0,294.8,0.022,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:00:29,60.00,60.00,140,467.3,665,188,170,183,27,0,0,0,452,454,472,82,0.586,318.5,3371.5,215.9,294.8,0.028,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:00:59,60.00,60.00,137,467.3,662,188,165,186,27,0,0,0,447,456,448,80,0.577,318.7,3372.6,215.9,294.8,0.023,0.00,0.035,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:01:29,60.00,60.00,140,467.3,665,186,169,178,27,0,0,0,457,457,469,83,0.591,319.5,3372.5,215.9,294.8,0.030,0.00,0.034,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:01:59,60.00,60.00,138,467.3,664,184,171,184,28,0,0,0,453,452,455,81,0.583,318.6,3374.0,215.9,294.7,0.025,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:02:29,60.00,60.00,144,467.3,664,184,174,182,27,0,0,0,459,464,467,81,0.547,320.2,3372.8,215.9,294.5,0.019,0.00,0.035,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:02:59,60.00,60.00,138,467.3,663,184,171,184,27,0,0,0,459,458,466,83,0.592,318.1,3372.6,216.0,294.8,0.023,0.00,0.039,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:03:29,60.00,60.00,141,467.3,663,195,188,204,30,0,0,0,457,462,468,82,0.579,317.9,3371.9,215.9,294.7,0.023,0.00,0.041,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:03:59,60.00,60.00,142,467.3,662,196,173,196,29,0,0,0,453,459,462,82,0.571,320.3,3370.5,216.5,294.9,0.023,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:04:30,60.00,60.00,142,467.3,667,184,170,183,27,0,0,0,454,449,442,80,0.581,319.1,3371.0,216.1,294.7,0.025,0.00,0.031,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:04:59,60.00,60.00,140,467.3,661,188,176,184,28,0,0,0,454,459,473,82,0.576,319.4,3373.3,216.0,294.6,0.025,0.00,0.040,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:05:30,60.00,60.00,145,467.3,663,190,174,185,28,0,0,0,448,454,473,82,0.574,318.4,3373.6,216.0,294.9,0.024,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:06:00,60.00,60.00,138,467.3,665,185,165,183,27,0,0,0,455,458,454,80,0.575,318.3,3370.7,215.9,294.7,0.023,0.00,0.034,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:06:30,60.00,60.00,140,467.3,664,186,177,186,28,0,0,0,448,451,465,81,0.576,319.2,3371.8,216.0,294.7,0.035,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:07:00,60.00,60.00,138,467.3,663,187,171,178,27,0,0,0,457,461,464,81,0.586,319.9,3371.7,216.0,294.7,0.024,0.00,0.040,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:07:30,60.00,60.00,137,467.3,665,186,166,184,27,0,0,0,445,455,444,81,0.583,318.9,3376.6,216.0,294.7,0.023,0.00,0.036,0,10.2,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
07/01/25,03:08:00,60.00,60.00,141,467.3,663,195,165,193,28,0,0,0,452,449,444,80,0.581,319.5,3376.7,215.9,294.8,0.025,0.00,0.037,0,10.3,0,0.0,0,0,0,0.0,0.0,0.0,12,7479297,PCN 022,0
